EndFiscalYear,UniqueIndividual_ID,Gender,Region_MostRecentPlacement,Age_Category,TotalAggregatedDays_Segregation
2024,2024-02169-SG,Male,Central,25 to 49,1
2024,2024-02170-SG,Male,Central,25 to 49,122
2024,2024-02171-SG,Male,Toronto,25 to 49,4
2024,2024-02172-SG,Male,Toronto,25 to 49,52
2024,2024-02173-SG,Female,Northern,25 to 49,63
2024,2024-02174-SG,Male,Northern,25 to 49,1
2024,2024-02175-SG,Male,Western,50+,2
2024,2024-02176-SG,Female,Western,25 to 49,1
2024,2024-02177-SG,Male,Central,25 to 49,1
2024,2024-02178-SG,Male,Toronto,25 to 49,5
2024,2024-02179-SG,Male,Eastern,25 to 49,16
2024,2024-02180-SG,Male,Central,25 to 49,5
2024,2024-02181-SG,Female,Central,25 to 49,7
2024,2024-02182-SG,Male,Central,25 to 49,3
2024,2024-02183-SG,Male,Toronto,25 to 49,27
2024,2024-02184-SG,Male,Central,50+,7
2024,2024-02185-SG,Male,Northern,25 to 49,3
2024,2024-02186-SG,Male,Toronto,25 to 49,21
2024,2024-02187-SG,Male,Northern,25 to 49,71
2024,2024-02188-SG,Male,Central,25 to 49,38
2024,2024-02189-SG,Male,Northern,25 to 49,3
2024,2024-02190-SG,Male,Toronto,25 to 49,11
2024,2024-02191-SG,Male,Northern,25 to 49,2
2024,2024-02192-SG,Male,Western,50+,1
2024,2024-02193-SG,Male,Eastern,25 to 49,2
2024,2024-02194-SG,Male,Western,25 to 49,3
2024,2024-02195-SG,Male,Western,25 to 49,2
2024,2024-02196-SG,Male,Toronto,25 to 49,32
2024,2024-02197-SG,Male,Toronto,25 to 49,3
2024,2024-02198-SG,Male,Western,25 to 49,11
2024,2024-02199-SG,Male,Eastern,25 to 49,12
2024,2024-02200-SG,Male,Western,25 to 49,18
2024,2024-02201-SG,Male,Central,25 to 49,1
2024,2024-02202-SG,Female,Northern,25 to 49,2
2024,2024-02203-SG,Male,Central,25 to 49,10
2024,2024-02204-SG,Male,Toronto,25 to 49,12
2024,2024-02205-SG,Male,Central,25 to 49,35
2024,2024-02206-SG,Male,Central,25 to 49,14
2024,2024-02207-SG,Male,Central,25 to 49,4
2024,2024-02208-SG,Male,Toronto,25 to 49,3
2024,2024-02209-SG,Male,Northern,25 to 49,5
2024,2024-02210-SG,Male,Western,25 to 49,9
2024,2024-02211-SG,Male,Western,25 to 49,2
2024,2024-02212-SG,Male,Northern,25 to 49,2
2024,2024-02213-SG,Male,Eastern,25 to 49,2
2024,2024-02214-SG,Male,Toronto,25 to 49,1
2024,2024-02215-SG,Male,Western,25 to 49,2
2024,2024-02216-SG,Male,Toronto,50+,4
2024,2024-02217-SG,Male,Eastern,25 to 49,3
2024,2024-02218-SG,Male,Western,25 to 49,8
2024,2024-02219-SG,Male,Toronto,50+,3
2024,2024-02220-SG,Male,Central,50+,7
2024,2024-02221-SG,Male,Western,25 to 49,7
2024,2024-02222-SG,Male,Eastern,25 to 49,10
2024,2024-02223-SG,Male,Central,25 to 49,17
2024,2024-02224-SG,Male,Eastern,25 to 49,13
2024,2024-02225-SG,Female,Eastern,25 to 49,3
2024,2024-02226-SG,Male,Eastern,25 to 49,2
2024,2024-02227-SG,Male,Central,25 to 49,1
2024,2024-02228-SG,Male,Central,25 to 49,1
2024,2024-02229-SG,Male,Northern,25 to 49,15
2024,2024-02230-SG,Male,Central,25 to 49,20
2024,2024-02231-SG,Male,Western,25 to 49,5
2024,2024-02232-SG,Male,Western,25 to 49,4
2024,2024-02233-SG,Male,Central,25 to 49,2
2024,2024-02234-SG,Male,Western,25 to 49,9
2024,2024-02235-SG,Male,Central,25 to 49,19
2024,2024-02236-SG,Male,Toronto,25 to 49,46
2024,2024-02237-SG,Male,Central,25 to 49,2
2024,2024-02238-SG,Male,Northern,25 to 49,6
2024,2024-02239-SG,Female,Central,25 to 49,1
2024,2024-02240-SG,Female,Central,25 to 49,3
2024,2024-02241-SG,Male,Central,25 to 49,42
2024,2024-02242-SG,Male,Toronto,25 to 49,8
2024,2024-02243-SG,Male,Central,25 to 49,2
2024,2024-02244-SG,Male,Central,25 to 49,46
2024,2024-02245-SG,Male,Central,25 to 49,3
2024,2024-02246-SG,Male,Eastern,25 to 49,83
2024,2024-02247-SG,Male,Toronto,25 to 49,22
2024,2024-02248-SG,Male,Central,25 to 49,8
2024,2024-02249-SG,Male,Central,25 to 49,4
2024,2024-02250-SG,Male,Central,25 to 49,5
2024,2024-02251-SG,Male,Central,25 to 49,43
2024,2024-02252-SG,Male,Western,25 to 49,75
2024,2024-02253-SG,Male,Central,25 to 49,28
2024,2024-02254-SG,Male,Central,25 to 49,31
2024,2024-02255-SG,Male,Central,25 to 49,229
2024,2024-02256-SG,Male,Central,25 to 49,4
2024,2024-02257-SG,Male,Central,25 to 49,2
2024,2024-02258-SG,Male,Central,25 to 49,3
2024,2024-02259-SG,Male,Central,25 to 49,47
2024,2024-02260-SG,Male,Central,25 to 49,16
2024,2024-02261-SG,Male,Western,25 to 49,8
2024,2024-02262-SG,Male,Western,25 to 49,3
2024,2024-02263-SG,Male,Western,25 to 49,11
2024,2024-02264-SG,Male,Western,25 to 49,1
2024,2024-02265-SG,Female,Northern,25 to 49,5
2024,2024-02266-SG,Male,Western,25 to 49,5
2024,2024-02267-SG,Male,Central,25 to 49,8
2024,2024-02268-SG,Male,Northern,25 to 49,12
2024,2024-02269-SG,Male,Northern,25 to 49,2
2024,2024-02270-SG,Male,Western,25 to 49,10
2024,2024-02271-SG,Male,Western,25 to 49,8
2024,2024-02272-SG,Male,Northern,25 to 49,14
2024,2024-02273-SG,Male,Northern,25 to 49,15
2024,2024-02274-SG,Male,Northern,25 to 49,12
2024,2024-02275-SG,Female,Northern,25 to 49,2
2024,2024-02276-SG,Female,Northern,25 to 49,14
2024,2024-02277-SG,Male,Toronto,25 to 49,14
2024,2024-02278-SG,Male,Eastern,25 to 49,4
2024,2024-02279-SG,Female,Central,25 to 49,33
2024,2024-02280-SG,Male,Northern,25 to 49,13
2024,2024-02281-SG,Male,Northern,25 to 49,13
2024,2024-02282-SG,Male,Northern,25 to 49,1
2024,2024-02283-SG,Male,Northern,25 to 49,1
2024,2024-02284-SG,Male,Northern,25 to 49,2
2024,2024-02285-SG,Female,Northern,25 to 49,2
2024,2024-02286-SG,Male,Northern,25 to 49,1
2024,2024-02287-SG,Male,Northern,25 to 49,3
2024,2024-02288-SG,Male,Northern,25 to 49,2
2024,2024-02289-SG,Male,Northern,25 to 49,1
2024,2024-02290-SG,Female,Northern,25 to 49,5
2024,2024-02291-SG,Male,Northern,25 to 49,2
2024,2024-02292-SG,Male,Northern,25 to 49,2
2024,2024-02293-SG,Male,Western,25 to 49,47
2024,2024-02294-SG,Male,Northern,25 to 49,4
2024,2024-02295-SG,Male,Northern,25 to 49,4
2024,2024-02296-SG,Male,Western,25 to 49,22
2024,2024-02297-SG,Male,Western,25 to 49,4
2024,2024-02298-SG,Male,Northern,25 to 49,2
2024,2024-02299-SG,Male,Western,25 to 49,5
2024,2024-02300-SG,Female,Central,25 to 49,7
2024,2024-02301-SG,Female,Northern,25 to 49,1
2024,2024-02302-SG,Male,Northern,25 to 49,36
2024,2024-02303-SG,Female,Northern,25 to 49,1
2024,2024-02304-SG,Female,Central,25 to 49,81
2024,2024-02305-SG,Male,Toronto,25 to 49,60
2024,2024-02306-SG,Female,Toronto,25 to 49,21
2024,2024-02307-SG,Male,Western,25 to 49,14
2024,2024-02308-SG,Male,Toronto,25 to 49,3
2024,2024-02309-SG,Male,Eastern,25 to 49,5
2024,2024-02310-SG,Male,Toronto,25 to 49,7
2024,2024-02311-SG,Male,Eastern,25 to 49,1
2024,2024-02312-SG,Male,Eastern,25 to 49,2
2024,2024-02313-SG,Male,Northern,25 to 49,3
2024,2024-02314-SG,Male,Central,25 to 49,15
2024,2024-02315-SG,Male,Eastern,25 to 49,1
2024,2024-02316-SG,Male,Eastern,25 to 49,5
2024,2024-02317-SG,Male,Eastern,25 to 49,1
2024,2024-02318-SG,Male,Eastern,25 to 49,4
2024,2024-02319-SG,Male,Eastern,25 to 49,4
2024,2024-02320-SG,Male,Eastern,25 to 49,5
2024,2024-02321-SG,Male,Central,25 to 49,8
2024,2024-02322-SG,Male,Eastern,25 to 49,7
2024,2024-02323-SG,Male,Central,25 to 49,2
2024,2024-02324-SG,Male,Central,25 to 49,35
2024,2024-02325-SG,Male,Central,25 to 49,4
2024,2024-02326-SG,Female,Central,25 to 49,164
2024,2024-02327-SG,Male,Central,25 to 49,1
2024,2024-02328-SG,Female,Central,25 to 49,35
2024,2024-02329-SG,Male,Eastern,25 to 49,2
2024,2024-02330-SG,Male,Western,25 to 49,4
2024,2024-02331-SG,Male,Western,25 to 49,7
2024,2024-02332-SG,Male,Western,25 to 49,4
2024,2024-02333-SG,Male,Western,25 to 49,2
2024,2024-02334-SG,Male,Western,25 to 49,4
2024,2024-02335-SG,Male,Western,25 to 49,2
2024,2024-02336-SG,Male,Eastern,25 to 49,12
2024,2024-02337-SG,Male,Western,25 to 49,3
2024,2024-02338-SG,Male,Western,25 to 49,1
2024,2024-02339-SG,Male,Western,25 to 49,26
2024,2024-02340-SG,Female,Central,25 to 49,58
2024,2024-02341-SG,Male,Western,25 to 49,7
2024,2024-02342-SG,Male,Western,25 to 49,32
2024,2024-02343-SG,Male,Western,25 to 49,12
2024,2024-02344-SG,Male,Western,25 to 49,2
2024,2024-02345-SG,Male,Eastern,25 to 49,10
2024,2024-02346-SG,Male,Eastern,25 to 49,13
2024,2024-02347-SG,Male,Western,25 to 49,15
2024,2024-02348-SG,Male,Toronto,25 to 49,5
2024,2024-02349-SG,Male,Western,25 to 49,82
2024,2024-02350-SG,Male,Northern,25 to 49,1
2024,2024-02351-SG,Male,Western,25 to 49,2
2024,2024-02352-SG,Male,Central,25 to 49,5
2024,2024-02353-SG,Male,Western,25 to 49,2
2024,2024-02354-SG,Male,Eastern,25 to 49,1
2024,2024-02355-SG,Male,Central,25 to 49,18
2024,2024-02356-SG,Male,Western,25 to 49,1
2024,2024-02357-SG,Female,Central,25 to 49,6
2024,2024-02358-SG,Male,Western,25 to 49,7
2024,2024-02359-SG,Female,Central,25 to 49,1
2024,2024-02360-SG,Male,Central,25 to 49,3
2024,2024-02361-SG,Male,Central,25 to 49,12
2024,2024-02362-SG,Male,Western,25 to 49,17
2024,2024-02363-SG,Male,Western,25 to 49,1
2024,2024-02364-SG,Male,Central,25 to 49,4
2024,2024-02365-SG,Male,Northern,25 to 49,3
2024,2024-02366-SG,Male,Western,25 to 49,4
2024,2024-02367-SG,Female,Central,25 to 49,1
2024,2024-02368-SG,Female,Central,25 to 49,20
2024,2024-02369-SG,Male,Central,25 to 49,3
2024,2024-02370-SG,Male,Toronto,25 to 49,24
2024,2024-02371-SG,Male,Eastern,25 to 49,1
2024,2024-02372-SG,Female,Central,25 to 49,5
2024,2024-02373-SG,Female,Central,25 to 49,13
2024,2024-02374-SG,Male,Central,25 to 49,4
2024,2024-02375-SG,Male,Central,25 to 49,11
2024,2024-02376-SG,Male,Central,25 to 49,1
2024,2024-02377-SG,Male,Western,25 to 49,2
2024,2024-02378-SG,Male,Western,25 to 49,3
2024,2024-02379-SG,Male,Western,25 to 49,3
2024,2024-02380-SG,Female,Western,25 to 49,3
2024,2024-02381-SG,Male,Northern,25 to 49,11
2024,2024-02382-SG,Male,Western,25 to 49,6
2024,2024-02383-SG,Male,Western,25 to 49,1
2024,2024-02384-SG,Male,Western,25 to 49,13
2024,2024-02385-SG,Male,Western,25 to 49,9
2024,2024-02386-SG,Male,Western,25 to 49,2
2024,2024-02387-SG,Male,Western,25 to 49,3
2024,2024-02388-SG,Male,Western,25 to 49,7
2024,2024-02389-SG,Male,Eastern,25 to 49,4
2024,2024-02390-SG,Female,Western,25 to 49,2
2024,2024-02391-SG,Male,Western,25 to 49,3
2024,2024-02392-SG,Male,Western,25 to 49,5
2024,2024-02393-SG,Male,Western,25 to 49,1
2024,2024-02394-SG,Male,Western,25 to 49,2
2024,2024-02395-SG,Female,Western,25 to 49,2
2024,2024-02396-SG,Male,Eastern,25 to 49,5
2024,2024-02397-SG,Male,Western,25 to 49,1
2024,2024-02398-SG,Female,Western,25 to 49,1
2024,2024-02399-SG,Male,Central,25 to 49,8
2024,2024-02400-SG,Male,Western,25 to 49,4
2024,2024-02401-SG,Male,Western,25 to 49,19
2024,2024-02402-SG,Male,Western,25 to 49,10
2024,2024-02403-SG,Male,Western,25 to 49,2
2024,2024-02404-SG,Male,Western,25 to 49,3
2024,2024-02405-SG,Male,Western,25 to 49,28
2024,2024-02406-SG,Male,Western,25 to 49,4
2024,2024-02407-SG,Male,Eastern,25 to 49,1
2024,2024-02408-SG,Male,Eastern,25 to 49,6
2024,2024-02409-SG,Male,Eastern,25 to 49,3
2024,2024-02410-SG,Male,Central,25 to 49,7
2024,2024-02411-SG,Male,Toronto,25 to 49,2
2024,2024-02412-SG,Male,Eastern,25 to 49,9
2024,2024-02413-SG,Male,Toronto,25 to 49,15
2024,2024-02414-SG,Male,Western,25 to 49,9
2024,2024-02415-SG,Male,Eastern,25 to 49,8
2024,2024-02416-SG,Male,Eastern,25 to 49,3
2024,2024-02417-SG,Male,Northern,25 to 49,3
2024,2024-02418-SG,Male,Toronto,25 to 49,6
2024,2024-02419-SG,Male,Toronto,25 to 49,5
2024,2024-02420-SG,Male,Central,25 to 49,2
2024,2024-02421-SG,Male,Western,25 to 49,19
2024,2024-02422-SG,Male,Toronto,25 to 49,1
2024,2024-02423-SG,Male,Central,25 to 49,6
2024,2024-02424-SG,Male,Toronto,25 to 49,5
2024,2024-02425-SG,Female,Toronto,25 to 49,14
2024,2024-02426-SG,Male,Toronto,25 to 49,49
2024,2024-02427-SG,Male,Toronto,25 to 49,3
2024,2024-02428-SG,Male,Toronto,25 to 49,13
2024,2024-02429-SG,Male,Toronto,25 to 49,104
2024,2024-02430-SG,Male,Northern,25 to 49,5
2024,2024-02431-SG,Male,Toronto,25 to 49,35
2024,2024-02432-SG,Female,Central,25 to 49,18
2024,2024-02433-SG,Male,Central,25 to 49,139
2024,2024-02434-SG,Male,Central,25 to 49,10
2024,2024-02435-SG,Male,Central,25 to 49,4
2024,2024-02436-SG,Male,Central,25 to 49,109
2024,2024-02437-SG,Male,Toronto,25 to 49,4
2024,2024-02438-SG,Male,Eastern,25 to 49,10
2024,2024-02439-SG,Male,Toronto,25 to 49,2
2024,2024-02440-SG,Male,Central,25 to 49,4
2024,2024-02441-SG,Male,Central,25 to 49,3
2024,2024-02442-SG,Male,Central,25 to 49,56
2024,2024-02443-SG,Male,Eastern,25 to 49,6
2024,2024-02444-SG,Male,Central,25 to 49,41
2024,2024-02445-SG,Male,Toronto,25 to 49,7
2024,2024-02446-SG,Male,Northern,25 to 49,31
2024,2024-02447-SG,Male,Western,25 to 49,3
2024,2024-02448-SG,Male,Northern,25 to 49,2
2024,2024-02449-SG,Male,Eastern,25 to 49,3
2024,2024-02450-SG,Male,Northern,25 to 49,15
2024,2024-02451-SG,Male,Northern,25 to 49,9
2024,2024-02452-SG,Female,Eastern,25 to 49,1
2024,2024-02453-SG,Female,Central,25 to 49,4
2024,2024-02454-SG,Male,Northern,25 to 49,2
2024,2024-02455-SG,Male,Eastern,25 to 49,7
2024,2024-02456-SG,Male,Northern,25 to 49,2
2024,2024-02457-SG,Male,Western,25 to 49,3
2024,2024-02458-SG,Male,Western,25 to 49,1
2024,2024-02459-SG,Male,Eastern,25 to 49,3
2024,2024-02460-SG,Male,Northern,25 to 49,6
2024,2024-02461-SG,Male,Western,25 to 49,3
2024,2024-02462-SG,Male,Toronto,25 to 49,22
2024,2024-02463-SG,Male,Northern,25 to 49,28
2024,2024-02464-SG,Female,Northern,25 to 49,3
2024,2024-02465-SG,Male,Western,25 to 49,1
2024,2024-02466-SG,Male,Northern,25 to 49,5
2024,2024-02467-SG,Male,Northern,25 to 49,19
2024,2024-02468-SG,Male,Toronto,25 to 49,66
2024,2024-02469-SG,Female,Central,25 to 49,1
2024,2024-02470-SG,Male,Central,25 to 49,3
2024,2024-02471-SG,Male,Northern,25 to 49,27
2024,2024-02472-SG,Male,Northern,25 to 49,45
2024,2024-02473-SG,Male,Northern,25 to 49,2
2024,2024-02474-SG,Female,Northern,25 to 49,72
2024,2024-02475-SG,Male,Northern,25 to 49,99
2024,2024-02476-SG,Male,Northern,25 to 49,7
2024,2024-02477-SG,Male,Western,25 to 49,2
2024,2024-02478-SG,Male,Northern,25 to 49,3
2024,2024-02479-SG,Female,Central,25 to 49,8
2024,2024-02480-SG,Female,Eastern,25 to 49,1
2024,2024-02481-SG,Female,Central,50+,25
2024,2024-02482-SG,Female,Central,25 to 49,1
2024,2024-02483-SG,Male,Central,25 to 49,5
2024,2024-02484-SG,Male,Eastern,25 to 49,36
2024,2024-02485-SG,Male,Western,25 to 49,3
2024,2024-02486-SG,Male,Central,25 to 49,6
2024,2024-02487-SG,Male,Eastern,25 to 49,4
2024,2024-02488-SG,Male,Central,25 to 49,2
2024,2024-02489-SG,Male,Eastern,25 to 49,2
2024,2024-02490-SG,Male,Eastern,25 to 49,4
2024,2024-02491-SG,Male,Toronto,25 to 49,39
2024,2024-02492-SG,Male,Eastern,25 to 49,2
2024,2024-02493-SG,Male,Eastern,25 to 49,2
2024,2024-02494-SG,Male,Eastern,50+,2
2024,2024-02495-SG,Male,Central,25 to 49,1
2024,2024-02496-SG,Male,Toronto,50+,39
2024,2024-02497-SG,Male,Eastern,25 to 49,134
2024,2024-02498-SG,Male,Western,25 to 49,2
2024,2024-02499-SG,Male,Eastern,25 to 49,5
2024,2024-02500-SG,Male,Eastern,25 to 49,3
2024,2024-02501-SG,Male,Central,25 to 49,5
2024,2024-02502-SG,Male,Central,25 to 49,3
2024,2024-02503-SG,Male,Central,25 to 49,2
2024,2024-02504-SG,Male,Central,25 to 49,9
2024,2024-02505-SG,Male,Western,25 to 49,3
2024,2024-02506-SG,Male,Western,25 to 49,8
2024,2024-02507-SG,Male,Toronto,25 to 49,21
2024,2024-02508-SG,Male,Western,25 to 49,3
2024,2024-02509-SG,Male,Central,25 to 49,4
2024,2024-02510-SG,Male,Central,25 to 49,1
2024,2024-02511-SG,Male,Toronto,25 to 49,17
2024,2024-02512-SG,Male,Western,25 to 49,6
2024,2024-02513-SG,Female,Central,25 to 49,27
2024,2024-02514-SG,Male,Central,25 to 49,4
2024,2024-02515-SG,Male,Central,25 to 49,107
2024,2024-02516-SG,Male,Central,25 to 49,2
2024,2024-02517-SG,Male,Eastern,25 to 49,3
2024,2024-02518-SG,Male,Western,25 to 49,4
2024,2024-02519-SG,Male,Eastern,25 to 49,5
2024,2024-02520-SG,Male,Western,25 to 49,12
2024,2024-02521-SG,Male,Western,25 to 49,7
2024,2024-02522-SG,Male,Western,25 to 49,3
2024,2024-02523-SG,Male,Western,25 to 49,4
2024,2024-02524-SG,Male,Western,25 to 49,1
2024,2024-02525-SG,Male,Western,25 to 49,4
2024,2024-02526-SG,Male,Central,25 to 49,1
2024,2024-02527-SG,Male,Western,50+,3
2024,2024-02528-SG,Male,Northern,25 to 49,5
2024,2024-02529-SG,Male,Western,25 to 49,5
2024,2024-02530-SG,Male,Central,25 to 49,85
2024,2024-02531-SG,Male,Central,25 to 49,3
2024,2024-02532-SG,Male,Western,25 to 49,6
2024,2024-02533-SG,Male,Western,25 to 49,21
2024,2024-02534-SG,Male,Western,25 to 49,1
2024,2024-02535-SG,Male,Western,50+,2
2024,2024-02536-SG,Male,Toronto,25 to 49,18
2024,2024-02537-SG,Male,Eastern,25 to 49,2
2024,2024-02538-SG,Male,Central,25 to 49,23
2024,2024-02539-SG,Male,Toronto,25 to 49,1
2024,2024-02540-SG,Male,Northern,25 to 49,1
2024,2024-02541-SG,Male,Western,25 to 49,2
2024,2024-02542-SG,Male,Western,25 to 49,3
2024,2024-02543-SG,Male,Western,25 to 49,2
2024,2024-02544-SG,Male,Central,25 to 49,3
2024,2024-02545-SG,Male,Eastern,25 to 49,3
2024,2024-02546-SG,Male,Eastern,25 to 49,1
2024,2024-02547-SG,Male,Western,25 to 49,2
2024,2024-02548-SG,Male,Central,25 to 49,11
2024,2024-02549-SG,Male,Western,25 to 49,4
2024,2024-02550-SG,Male,Western,25 to 49,1
2024,2024-02551-SG,Male,Central,25 to 49,2
2024,2024-02552-SG,Male,Central,25 to 49,6
2024,2024-02553-SG,Male,Toronto,25 to 49,5
2024,2024-02554-SG,Male,Central,25 to 49,4
2024,2024-02555-SG,Male,Central,25 to 49,7
2024,2024-02556-SG,Male,Western,25 to 49,1
2024,2024-02557-SG,Male,Western,25 to 49,6
2024,2024-02558-SG,Male,Western,25 to 49,2
2024,2024-02559-SG,Male,Western,25 to 49,3
2024,2024-02560-SG,Female,Central,25 to 49,4
2024,2024-02561-SG,Male,Central,25 to 49,12
2024,2024-02562-SG,Male,Central,25 to 49,15
2024,2024-02563-SG,Male,Western,25 to 49,13
2024,2024-02564-SG,Male,Eastern,25 to 49,8
2024,2024-02565-SG,Female,Western,25 to 49,3
2024,2024-02566-SG,Male,Eastern,25 to 49,1
2024,2024-02567-SG,Male,Western,25 to 49,4
2024,2024-02568-SG,Male,Central,25 to 49,3
2024,2024-02569-SG,Male,Western,25 to 49,3
2024,2024-02570-SG,Male,Western,25 to 49,2
2024,2024-02571-SG,Male,Central,25 to 49,3
2024,2024-02572-SG,Male,Western,25 to 49,1
2024,2024-02573-SG,Male,Northern,25 to 49,1
2024,2024-02574-SG,Female,Central,25 to 49,15
2024,2024-02575-SG,Male,Western,25 to 49,2
2024,2024-02576-SG,Male,Central,25 to 49,5
2024,2024-02577-SG,Male,Toronto,25 to 49,17
2024,2024-02578-SG,Male,Central,25 to 49,9
2024,2024-02579-SG,Male,Eastern,25 to 49,5
2024,2024-02580-SG,Male,Western,25 to 49,5
2024,2024-02581-SG,Male,Western,25 to 49,3
2024,2024-02582-SG,Male,Eastern,25 to 49,1
2024,2024-02583-SG,Male,Northern,25 to 49,1
2024,2024-02584-SG,Male,Western,25 to 49,2
2024,2024-02585-SG,Male,Toronto,25 to 49,1
2024,2024-02586-SG,Male,Eastern,25 to 49,9
2024,2024-02587-SG,Female,Northern,25 to 49,3
2024,2024-02588-SG,Male,Northern,25 to 49,1
2024,2024-02589-SG,Male,Western,25 to 49,3
2024,2024-02590-SG,Male,Central,25 to 49,9
2024,2024-02591-SG,Male,Western,25 to 49,7
2024,2024-02592-SG,Male,Western,25 to 49,3
2024,2024-02593-SG,Male,Western,25 to 49,5
2024,2024-02594-SG,Male,Western,25 to 49,2
2024,2024-02595-SG,Male,Northern,25 to 49,3
2024,2024-02596-SG,Male,Western,25 to 49,2
2024,2024-02597-SG,Male,Western,25 to 49,1
2024,2024-02598-SG,Male,Western,25 to 49,3
2024,2024-02599-SG,Male,Toronto,25 to 49,58
2024,2024-02600-SG,Male,Central,25 to 49,4
2024,2024-02601-SG,Male,Toronto,25 to 49,41
2024,2024-02602-SG,Male,Toronto,25 to 49,15
2024,2024-02603-SG,Male,Toronto,25 to 49,1
2024,2024-02604-SG,Male,Western,25 to 49,2
2024,2024-02605-SG,Male,Toronto,25 to 49,3
2024,2024-02606-SG,Female,Central,25 to 49,1
2024,2024-02607-SG,Male,Toronto,25 to 49,70
2024,2024-02608-SG,Male,Central,50+,7
2024,2024-02609-SG,Male,Toronto,25 to 49,7
2024,2024-02610-SG,Male,Central,25 to 49,58
2024,2024-02611-SG,Male,Western,25 to 49,1
2024,2024-02612-SG,Male,Central,25 to 49,1
2024,2024-02613-SG,Male,Toronto,25 to 49,3
2024,2024-02614-SG,Female,Central,25 to 49,59
2024,2024-02615-SG,Male,Central,25 to 49,6
2024,2024-02616-SG,Male,Toronto,25 to 49,10
2024,2024-02617-SG,Male,Central,50+,4
2024,2024-02618-SG,Female,Northern,25 to 49,5
2024,2024-02619-SG,Male,Toronto,25 to 49,6
2024,2024-02620-SG,Male,Toronto,25 to 49,8
2024,2024-02621-SG,Male,Toronto,25 to 49,3
2024,2024-02622-SG,Male,Eastern,25 to 49,1
2024,2024-02623-SG,Male,Central,25 to 49,9
2024,2024-02624-SG,Male,Central,25 to 49,76
2024,2024-02625-SG,Male,Toronto,25 to 49,22
2024,2024-02626-SG,Male,Toronto,25 to 49,9
2024,2024-02627-SG,Male,Toronto,25 to 49,21
2024,2024-02628-SG,Female,Central,25 to 49,16
2024,2024-02629-SG,Male,Northern,25 to 49,23
2024,2024-02630-SG,Male,Toronto,25 to 49,26
2024,2024-02631-SG,Male,Northern,25 to 49,71
2024,2024-02632-SG,Male,Western,25 to 49,3
2024,2024-02633-SG,Male,Toronto,25 to 49,1
2024,2024-02634-SG,Female,Northern,25 to 49,1
2024,2024-02635-SG,Male,Toronto,25 to 49,4
2024,2024-02636-SG,Male,Toronto,25 to 49,16
2024,2024-02637-SG,Male,Toronto,25 to 49,17
2024,2024-02638-SG,Male,Toronto,25 to 49,1
2024,2024-02639-SG,Male,Toronto,25 to 49,4
2024,2024-02640-SG,Male,Western,25 to 49,1
2024,2024-02641-SG,Male,Central,25 to 49,2
2024,2024-02642-SG,Male,Eastern,25 to 49,1
2024,2024-02643-SG,Male,Central,50+,2
2024,2024-02644-SG,Male,Western,25 to 49,3
2024,2024-02645-SG,Male,Eastern,25 to 49,2
2024,2024-02646-SG,Male,Northern,25 to 49,9
2024,2024-02647-SG,Male,Western,25 to 49,79
2024,2024-02648-SG,Male,Eastern,25 to 49,11
2024,2024-02649-SG,Male,Toronto,25 to 49,13
2024,2024-02650-SG,Male,Northern,25 to 49,1
2024,2024-02651-SG,Male,Western,25 to 49,4
2024,2024-02652-SG,Male,Central,25 to 49,11
2024,2024-02653-SG,Male,Central,25 to 49,8
2024,2024-02654-SG,Female,Central,25 to 49,5
2024,2024-02655-SG,Male,Western,25 to 49,4
2024,2024-02656-SG,Female,Toronto,25 to 49,14
2024,2024-02657-SG,Male,Western,25 to 49,2
2024,2024-02658-SG,Male,Western,25 to 49,8
2024,2024-02659-SG,Male,Western,25 to 49,4
2024,2024-02660-SG,Male,Central,25 to 49,10
2024,2024-02661-SG,Male,Central,25 to 49,5
2024,2024-02662-SG,Male,Northern,25 to 49,4
2024,2024-02663-SG,Male,Western,25 to 49,3
2024,2024-02664-SG,Male,Toronto,25 to 49,5
2024,2024-02665-SG,Male,Toronto,25 to 49,20
2024,2024-02666-SG,Male,Western,50+,3
2024,2024-02667-SG,Male,Northern,25 to 49,1
2024,2024-02668-SG,Male,Toronto,25 to 49,4
2024,2024-02669-SG,Male,Central,25 to 49,30
2024,2024-02670-SG,Male,Central,25 to 49,2
2024,2024-02671-SG,Male,Central,25 to 49,12
2024,2024-02672-SG,Male,Central,25 to 49,10
2024,2024-02673-SG,Female,Eastern,25 to 49,4
2024,2024-02674-SG,Male,Toronto,25 to 49,9
2024,2024-02675-SG,Male,Central,25 to 49,2
2024,2024-02676-SG,Male,Western,25 to 49,5
2024,2024-02677-SG,Male,Central,25 to 49,1
2024,2024-02678-SG,Male,Toronto,25 to 49,30
2024,2024-02679-SG,Male,Western,25 to 49,126
2024,2024-02680-SG,Male,Western,25 to 49,2
2024,2024-02681-SG,Female,Central,25 to 49,14
2024,2024-02682-SG,Male,Eastern,25 to 49,1
2024,2024-02683-SG,Female,Central,25 to 49,15
2024,2024-02684-SG,Male,Northern,25 to 49,18
2024,2024-02685-SG,Male,Toronto,25 to 49,14
2024,2024-02686-SG,Male,Northern,25 to 49,1
2024,2024-02687-SG,Male,Western,25 to 49,3
2024,2024-02688-SG,Male,Western,25 to 49,1
2024,2024-02689-SG,Male,Western,25 to 49,3
2024,2024-02690-SG,Male,Eastern,25 to 49,9
2024,2024-02691-SG,Male,Northern,25 to 49,5
